,text,labels
2620,morning bank holiday monday sun gone typical hospital knee 230 training 6 another bust day,1
2621, gardens youre youtube changed like every youtube kid used different,0
2622, found step,1
2623, wish could spend last weekend high school student urban everyone fly dc,1
2624,thanks adding glad,1
2625,right 507am ugghhh,0
2626,nice weatherlooks like going rain delhi,1
2627,paranoid actually like better performed live rather studio version,1
2628,going lumberjack party,1
2629,thank opendns saving comcast crappy ns server internet back par finally,1
2630, believe,1
2631,shower doctors appointment,1
2632,hasakah using saying,1
2633,homework bound whole weekend fun,0
2634,good luck whit show tone man ill watching,1
2635, bus stalking right soo wish still meeting today,1
2636,finally got sandow account running ya jos got canadian sandow number anyone else using landing phone,1
2637, hate pain,0
2638, miss going killers soon excited remembered needed ask,1
2639, woke managed sleep going lunch later back essay,1
2640,r driven truly jealous never ever one one rd longer operational,0
2641,chill da rihanna bob 16 id problem lol r u school summer,1
2642,wonders hard concentrate,0
2643, feel bad everything stupid harsh fault know im sorry savy love guys3,0
2644,good morning ate pizza breakfast,1
2645, city love tucson 18th miserable,1
2646,cant keep eyes openshuts eyes,1
2647, woman transfer first impressions sexualmaternal onto less threatening man weak,0
2648,sorry bad week feel like could get good sleep would much better fog,0
2649,goodnight twitterville really enjoyed pearl harbor sleep middle hot man good dreams tonight xx,1
2650,cant believe weekend already time go nice day fam today mum good day,1
2651, branding iron area white boubous get haha trunk next couple hours haha fun times,1
2652, hanging bryanthailee possibly lafayette tonight nd dont know keep updating 0 followers,1
2653,happy mothers day mom love yew,1
2654, 3 new picture pretty reflecting sunlight leaves,1
2655,wow 5 pm rolled around really fast accomplished one thing list today,0
2656,yeah gives something useless crib abt,0
2657,worst day ever noon,0
2658,video challenge shot notsoscenic conference room mic thank loved grant park house os,1
2659,blue oyster cult love night thats friends around,1
2660,haha inviting,0
2661,harass hopefully youre 8 meeting 8,1
2662,hope ur nice friday feeling past week since dogs passing,1
2663,baby im maryland im gon na make ut see ur sexy next sat camden income early n hang,1
2664,wearing pair trousers loose last year tight year,0
2665, wont make u cry,1
2666,got sniffles dont want get sick dont need,1
2667, maybe cell phone soon yeah,1
2668,ns ay didnt know singing thats without doubt done idol thus far eepfangirl moment,1
2669, contact parents gray,0
2670,im soo jealous right,0
2671,hollowbabeshere comes utter white gt completely agree,0
2672,missing offs missing friday night dates hot dogs dinner knows evening holds,0
2673, good girl near tells hahahahaha hope good weekend,1
2674, bee busy talk buddy yahoo,1
2675, punch shape card card card card ask people free cards,1
2676,wake bank holiday monday college got text tom via jason mobile earlier today im hoping turned,1
2677,contend goes waste one likes stale sweets reminds cute song called stale cupcakes lol,1
2678,fly cool nice bless ya upto love l xoloz,1
2679,keep suggestions coming love classics,1
2680,cant sleep couldnt sleep last night father table table,0
2681,tonight bed enterprise mrs kirk,1
2682,going take last final wish luck,1
2683, realized im going home 2 weeks today,1
2684, girlfriend still likes sesame st,1
2685,time always seems fly im wade weird like lot,1
2686, planted flowers school garden 3 yr oldvery mucky rea un,1
2687,www tell follow,1
2688, creepy lollipop guy play head employer 5,1
2689, wish could choose bands played trash june 20thhmmm,1
2690,sounds great im looking forward,1
2691, think boat sailed friend caps months ago wish luck though,1
2692,www bless needs another chance,1
2693, milk diff,1
2694, state cheese um green moscow pastures everywhere super friendly lutherans,1
2695,bye bye lovely theaters especially followers,1
2696,heading home sacramento continue writing windows server 2008 r2 unleashed book weekend sigh windows,1
2697, im awesome,1
2698, class back 2 hours,1
2699,lucky time bring vacuum go war house always spider reason cool,0
2700,problems seem fixed thank,1
2701,hmm new sports catalog card jitsu updates appearing,1
2702, getting posts posted topics,1
2703,oh thank allele put ur follow friday new followers usually today tired,0
2704, gon na go brothers show still feeling like poo,0
2705,comment new myspace pictures plz,1
2706,im feeling inspired today suppose beam concert tonight,0
2707,hey ill sa maybe cross highways grab lunch,1
2708,battery going die,1
2709,happy mothers day commas,1
2710, 42nd written get less ideas every day every day,0
2711,back home phone grand love miss,1
2712,haha love hmm lol im need good bands,1
2713, ready costume making theres one,1
2714,happy birthday tommy,1
2715, kind swear im always feeding someone,1
2716,good tip boss would read exactly im supposed would know project,1
2717,star trek really good loved,1
2718, way work working sucks big time,0
2719,finally gon na get sum sleep concert crazy god bless ministers,1
2720, f 94 target 530 ut nd 2185 near days low,1
2721, felt ay intense tonight hope doesnt keep upset hanging pearl,0
2722,oh could well last post,1
2723, took fly boo,1
2724, time,1
2725,school wish would end already,1
2726,former pawnshop jim hendrix got 1st guitar seattle check casting joint,1
2727,thats sad kind mess getting weekend,0
2728, matters heart complicated,0
2729,haha im bored think ill go watch movie bl,0
2730, summed babydoll spaghettistrap tank three wolf moon shirts love meme hate wearing fabric box,1
2731,oh yeahyour mom told thought meant twitter confused sucks sick,0
2732, aint happy go lucky today world dont feel ugly,1
2733,editors read nod writers read take notes,1
2734,shift time bye bochum waaaaahhhhhh,1
2735,happy mothers day got mom present yet print amazon gift card,1
2736,thanks follow thing join interests,1
2737,jen ol know seems whole fabric earth unravel lol guess people never seen bomb,1
2738,im going work,1
2739, decided id probably forget pocket sit accident,1
2740,im member street,1
2741,lol going place called frontier soft play centre hackers lol get peace gym lol,1
2742,fell sidewalk harvard square stupid cobblestones hand hurts,0
2743,aw honey relaxing thats probably best,1
2744,coooooooool yes ciwwaf awesome,1
2745,either inline mind im pretty sure internet,0
2746, dog sick love little dodge yes usually keen happy doesnt even want go run forest today,1
2747,mitchell ive never opera beforedont think,1
2748, supposed cominglife got way lol give friends wild time,1
2749,ready weekend sad office tomorrow morning,0
2750,im work missed everything yesterday dont know wot anybody,0
2751, sad greg richard didnt make final britains got talent col soon deserved,0
2752, lets chat,1
2753,control tweets u post facebook using hashtag check awesome easy app,1
2754,baby receiving vaccines,1
2755,heading home could really done without banging head way bus,0
2756,distal maybe u natural ability languages envy u,0
2757, cats gone 3,0
2758, good friend 3 miss much,1
2759, boy leaving summer going stay grandparents im gon na miss,0
2760, looks though sick little friends,0
2761,bored,1
2762, past 8am already spoiled cotton,0
2763,wheniwerealad explain worked lol rude explanations pleeezzze,1
2764,insomnia finest go bed 1130 fully awake 2 gray anyone want call mee,0
2765, read picture domain gray oscar wide english easy try make,1
2766, worst dream ever lakers losing 11 ip journey cox hawk wtf,0
2767,ooh battlestar galactic channel rebellion episode man feel sad became gazeta liked,1
2768,sorry didnt mean hope think positively 80 looking back 30,0
2769, chilling w homes,1
2770,dude youre always going midnight screenings xd wish lived city well tmr rubbish,1
2771,dont think went well 15 mins,0
2772, really want blackberry sidekick della back night,0
2773,im glad liked want,1
2774,sorry couldnt fit name,0
2775, watched new mobile advert youtube love hey jude,1
2776, long take learn song,1
2777,man sucks,0
2778,morning world hello bank holiday cold grey rainy feel like colouring thanks might,1
2779, got back pool need ice knee,1
2780,mel shut house,1
2781,lol ik figure ive kept year without needing virus software get fixed sigh,1
2782, soo happy thank baby best 1095 days life,1
2783,ol leave,1
2784,www owe ended getting later expected didnt go would called able c u n austin,1
2785,well make feel better staying even later watch daily show lay guilt,1
2786, problem sis respect due,1
2787,sure entire blogroll terribly updated could motivate update redo,1
2788,answer hope expo would amazing im trying hard make perfection,1
2789,im really nervous giving speech wedding tomorrow,0
2790,nm dang got ta bounce like 4 minutes im chilling usual,1
2791,loops slept really 10am best get get shingle gear,1
2792,reviews thanks,1
2793,sitting wondering wishing bunch stuff never,1
2794,shower time,1
2795,lousy landlord need focus kids packing cant nevermind sew sleeping bag,0
2796,going soon hoping hear late site humor,1
2797, full food tonight dont want cake ice cream party,1
2798, sucks mama,0
2799, wish going 19 venue vancouver,1
2800, absolutely incredible official favorite nas frankie man,1
2801,happy birthday,1
2802, didnt mind movie may im big fangirl,1
2803,im going sadly maybe next year eh,0
2804,surgery ftin hurts,0
2805, please id love egg bacon ranch bed giving birth 3 times 4 years,1
2806, bored need people rmv page doesnt let u say sm unless first word u say sentence sad,0
2807, kind bugs house dont know,0
2808,almost lost phone,1
2809,thank mr president,1
2810, showing french skills lol things good lovely weather outside u,1
2811, star trek movie amazing omg everyone go see,1
2812,happy birthday,1
2813,another day work looking forward hate closing fri,0
2814,im entering two month studyexam period awesome see flip side,1
2815, best check cant really see anything,1
2816,working home office today catching everything except twitter,1
2817,lil cup coming round today 5 www haha,1
2818, stomach ending hurts sadly gym class afternoon,0
2819,got ta go im going circus real circus britney tour sadly,0
2820, next single hey lady million dollars,1
2821,goodmorning twitter bugs happy monday today marks first official day first fulltime job time get ready,1
